Work_ID,Documents_Submitted,NOC_Status,Compliance_Score,Is_Duplicate_Work,Cost_Anomaly_Flag,Overall_Fraud_Risk_Score,Work_Description_Full,Inspection_Summary,Issues_Encountered
WS/MP18109/2025-2026/194278,"Utilization Cert,NOC,Site Plan",Pending,99.92,False,False,56.75,GRAM PANCHAYAT BHARUHI ME RAJA SINGH GOND KE GHAR SE CHHOTE RAJAK KE GHAR TAK NAVEEN ROAD KA NIRMAN,Issues found on site,"Weather delays, Vendor issues"
WS/MP485/2025-2026/194285,Utilization Cert,Received,55.01,False,False,28.15,Supply and Installation of 19 nos 7mtr 100wt LED Street Light from Jibantala Police Station to Jibantala Bazar under Sarengabad GP of Canning II Block,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP485/2025-2026/194286,Utilization Cert,Not_Required,96.02,False,False,37.86,Supply and Installation of 29 nos 7mtr 100wt LED Street Light from Kalibari to Iswaripur Bazar under Sarengabad G P of Canning II Block,Standard inspection passed,
WS/MP485/2025-2026/194287,"Utilization Cert,Site Plan,NOC",Received,98.46,False,False,97.77,Supply and Installation of 19 nos. 7mtr. 100wt. LED Street Light from Kalikatala Mondal Para to Molla Para under Kalikatala G.P. of Canning-II Block,Standard inspection passed,
WS/MP485/2025-2026/194288,"Utilization Cert,NOC,Site Plan",Received,40.81,False,False,71.86,Supply  and Installation of 32 nos. 7mtr. 100wt. LED Street Light from Parganti G.P. Office to Parganti Bazar under Deuli-II G.P. of Canning-II Block,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP485/2025-2026/194289,Utilization Cert,Not_Required,98.82,False,False,36.86,Supply and Installation of 19 nos. 7mtr. 100wt. LED Street Light from Poina More to Jibantala Bazar under Sarengabad G.P. of Canning-II Block,Standard inspection passed,
WS/MP457/2025-2026/194290,"NOC,Utilization Cert,Site Plan",Pending,87.91,False,False,61.9,"Construction of Class Room at Government Primary School, in Kanai Block of Viluppuram",Standard inspection passed,
WS/MP18213/2025-2026/194293,Site Plan,Pending,98.59,False,True,83.44,Gram Badola mein Veerpal Singh Shakya ke ghar ke tirahe par 9568745283,Standard inspection passed,
WS/MP433/2025-2026/194294,Utilization Cert,Not_Required,40.66,False,False,33.68,Construction of stairs near the cremation ground in the river located in village Durgeshran of Panchayat Chungalkhar of Block Jamua,Standard inspection passed,
WS/MP18070/2025-2026/194295,"Site Plan,Utilization Cert,NOC",Pending,62.4,False,True,53.2,installation construction of bore well at village Alamgunj and village Abalwani,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP433/2025-2026/194296,"Site Plan,Utilization Cert,NOC",Not_Required,50.35,False,False,8.0,Installation of deep boring for agriculture purpose on land plot no. 3091 Khata no. 239 of Reema Kumari wife of Rahul Kumar Rana in Nagar Keswari of panchayat Nagar Keshwari of  Suriya Block,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18070/2025-2026/194297,"NOC,Site Plan,Utilization Cert",Pending,92.14,False,False,53.55,installation construction of Bore well at village Nildang and village Tangpora,Issues found on site,
WS/MP18070/2025-2026/194298,"NOC,Utilization Cert,Site Plan",Pending,58.27,False,False,36.27,installation construction of Bore well at Village Pargochi,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP345/2025-2026/194299,"NOC,Site Plan",Received,83.56,False,False,45.84,Installation of Minimast light (motorized) in front of Womens ITI junction in Mulankadakam Division of Kollam Corporation,Standard inspection passed,
WS/MP423/2025-2026/194304,"Site Plan,NOC,Utilization Cert",Not_Required,98.81,False,False,46.81,block rajnagar gram mangarpatti sthith Bhariya Vishanpur Ward no  2 durga Sthan School ke najdik Parisar ke bagal me high mask light ka karay evam adhisthapan karya .,Standard inspection passed,
WS/MP423/2025-2026/194305,Utilization Cert,Not_Required,78.86,False,False,27.02,block rajnagar bazar sthith  pustkalay  parisar ke bagal men high mask light ka  karay evam adhisthapan karya .,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18397/2025-2026/194308,"NOC,Site Plan,Utilization Cert",Pending,84.34,False,False,11.75,Provision of Sitting Banches,Standard inspection passed,
WS/MP380/2025-2026/194310,"Site Plan,Utilization Cert",Pending,91.21,False,False,48.89,FOR 400 CHAIRS AND CENTER TABLES FOR EDUCATIONAL PURPOSES AT SAHIB ZADA ZORAWAR SINGH GOVT.COLLEGE,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18067/2025-2026/194316,Utilization Cert,Not_Required,90.45,False,False,45.57,Const. of Kashyap Chaupal in village Bidhlan,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP827/2025-2026/194318,"Utilization Cert,Site Plan,NOC",Received,86.39,False,False,69.83,"Suppy and Installation of Solar Street Lights at different places under Raniganj, Jamuria, Barabani, Salanpur Blocks.",Standard inspection passed,
WS/MP827/2025-2026/194319,"Utilization Cert,Site Plan,NOC",Received,90.92,False,True,75.64,Supply and Installation of Solar High Mast Light,Issues found on site,
WS/MP005/2025-2026/194320,NOC,Not_Required,69.01,False,False,62.98,"Construction of Paver Block Work at Vasai Village Near Meldi Mata Mandir, Ghanshayam Laxmansinh Chauhan House Area",Issues found on site,
WS/MP585/2025-2026/194325,"NOC,Site Plan,Utilization Cert",Received,84.92,False,False,18.48,"For Renovation of CHC center, Valad-1",Issues found on site,
WS/MP005/2025-2026/194326,NOC,Not_Required,94.62,False,False,24.62,Construction of Paver Block Work At Crematorium Traj Village,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18247/2025-2026/194328,"Utilization Cert,NOC,Site Plan",Not_Required,42.32,False,False,46.28,"Construction of Community Hall at Pukhuria under Bikrampur Gram Panchayat, Simlapal Block, District Bankura, Mouza Pukhuria, Plot No 976, 979, JL No 56",Issues found on site,
WS/MP18270/2025-2026/194330,"NOC,Site Plan",Pending,89.99,False,False,26.39,"Construction work of Interlocking road from the house manoj to the house of jasvant in village of Faizpur Ninana,distance -135 Meter",Standard inspection passed,
WS/MP18247/2025-2026/194331,NOC,Received,91.38,False,False,44.16,"Construction of Public Toilet near Bibarda Bus Stand at Bibarda under Bibarda Gram Panchayat, Taldangra Block, District Bankura, Mouza Bibarda, Plot No 1793, JL No 6",Standard inspection passed,
WS/MP18270/2025-2026/194333,"Utilization Cert,Site Plan",Received,76.18,False,False,32.8,"Construction of kharanja from the khet of Mangeram to from the khet of sonveer mahendra in village jiwana,distance-500meter",Issues found on site,
WS/MP18154/2025-2026/194334,"Site Plan,NOC",Received,79.04,False,False,59.34,Construction of street and Beautification of village. The working agency will be Gram Panchayat,Standard inspection passed,
WS/MP18247/2025-2026/194335,"Utilization Cert,Site Plan,NOC",Received,76.37,False,False,13.75,"Additional fund for construction of open stage and one additional room at Mejia High School Ground under Mejia Block, Bankura District. Mejia High School, under Mejia Block, Bankura District.",Standard inspection passed,
WS/MP18247/2025-2026/194337,NOC,Not_Required,90.17,False,False,33.03,"Additional fund for construction and Installation of railing of existing stairs at Joychondipahar under Raghunathpur Municipality, District - Purulia, Joychondipahar under Raghunathpur Municipality,                                           District - Purulia",Issues found on site,
WS/MP18270/2025-2026/194340,"Site Plan,Utilization Cert,NOC",Not_Required,40.8,False,False,80.9,"Construction work of Interlocking road from the shiv mandir to the kabarstan in village of gadhi kangran,distance-165 Meter",Issues found on site,
WS/MP18270/2025-2026/194341,NOC,Not_Required,52.4,False,False,95.64,"Construction work of Interlocking road from the house of yogesh to the house of Ramveer in village dhanaura tikri, distance-100 meter",Standard inspection passed,
WS/MP18270/2025-2026/194342,"Site Plan,NOC,Utilization Cert",Received,87.24,False,False,61.36,"Construction work of Interlocking road from the house pappu to the house of rakesh in village of pilana ,distance-126meter",Issues found on site,"Weather delays, Vendor issues"
WS/MP356/2025-2026/194344,NOC,Pending,83.1,False,False,24.0,construction of road,Standard inspection passed,
WS/MP356/2025-2026/194346,"Site Plan,Utilization Cert,NOC",Pending,66.38,False,False,88.9,construction of cc road,Issues found on site,
WS/MP356/2025-2026/194347,"Utilization Cert,Site Plan",Not_Required,46.0,False,False,73.86,construction of cc road,Standard inspection passed,
WS/MP356/2025-2026/194348,"Site Plan,NOC",Not_Required,83.88,False,False,56.27,hall for cultural activity,Standard inspection passed,
WS/MP356/2025-2026/194349,"Utilization Cert,NOC,Site Plan",Pending,61.69,False,False,93.66,development of public park,Standard inspection passed,
WS/MP356/2025-2026/194350,Utilization Cert,Received,55.65,False,False,37.4,development of school play ground,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP431/2025-2026/194351,Utilization Cert,Pending,74.72,False,False,38.4,Completion and Beutification of Brahman Chaupal,Standard inspection passed,
WS/MP356/2025-2026/194352,Utilization Cert,Pending,54.49,False,False,91.36,CONSTRUCTION OF CC ROAD,Standard inspection passed,
WS/MP422/2025-2026/194365,Site Plan,Received,80.73,False,False,85.54,JAYA MAHILA COLLEGE BIRPUR SUPAUL ME TAKNIKI TATHA PRAYOGIK UPKARANON KI AAPURTI YEVAM ADHISTHAPAN,Standard inspection passed,
WS/MP422/2025-2026/194366,"NOC,Utilization Cert",Not_Required,93.56,False,False,92.05,AADARSH KOSHI MAHILA COLLEGE BIRPUR SUPAUL ME TAKNIKI TATHA PRAYOGIK UPKARANON KI AAPURTI YEVAM ADHISTHAPAN,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18159/2025-2026/194372,"Site Plan,Utilization Cert,NOC",Pending,68.14,False,False,37.96,"Dr. Bhimrao Gyan Prakash Samiti, District Alwar (Rajasthan) Building construction work on the second floor of Mata Ramabai Ambedkar Girls Hostel in Ambedkar Nagar D-Block, Alwar.",Standard inspection passed,
WS/MP18190/2025-2026/194373,"Site Plan,Utilization Cert",Received,69.62,False,False,39.12,"Construction of RO Mineral water plant at Jethyathanda, Chukkalabodu",Standard inspection passed,
WS/MP18011/2025-2026/194375,Site Plan,Not_Required,68.89,False,False,91.94,"Additional Amenities to Girls Hostel, Veldurthy, Veldurthy Mandal, Pattikonda Constituency",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18011/2025-2026/194376,"Utilization Cert,NOC",Not_Required,94.99,False,False,22.24,"Additional Amenities to College Girls Hostel, Kodumur, Kodumur Mandal, Kodumur Constituency",Standard inspection passed,
WS/MP18011/2025-2026/194378,Utilization Cert,Pending,99.29,False,False,66.3,"Additional Amenities to College Girls Hostel, Pattikonda, Pattikonda Mandal, Pattikonda Constituency",Standard inspection passed,
WS/MP331/2025-2026/194379,NOC,Received,69.24,False,False,97.34,Construction of Lane with Tile Work at Mohalla Brahmana near house of Madan Singh at Ward No 06 village and Panchayat Kishanpur Kharta Black Dansal,Standard inspection passed,
WS/MP18011/2025-2026/194380,"Site Plan,NOC",Not_Required,51.58,False,True,95.75,"Additional Amenities to Boys Hostel, Ingaladahal, Holagunda Mandal, Alur Constituency",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP331/2025-2026/194381,Utilization Cert,Not_Required,86.02,False,False,99.74,Construction of Lane with Tile work at ward no 02 near house of Kulwant Badyal at village and Panchayat Kishanpur Kharta Block Dansal,Standard inspection passed,
WS/MP331/2025-2026/194382,NOC,Pending,64.84,False,False,35.82,Construction of Lane with Tile work at Mohalla Sallan at Ward No 05 village and Panchayat Kishanpur Kharta Block Dansal,Issues found on site,
WS/MP18011/2025-2026/194384,"Site Plan,Utilization Cert",Received,92.26,False,False,43.08,"Additional Amenities to IWH Boys Hostel, Kosigi, Kosigi Mandal, Mantralayam Constituency",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18011/2025-2026/194385,NOC,Not_Required,42.67,False,False,51.78,"Additional Amenities to Boys Hostel, Chinnahothur, Aspari Mandal, Alur Constituency",Standard inspection passed,
WS/MP18011/2025-2026/194386,"Utilization Cert,Site Plan,NOC",Not_Required,56.55,False,False,29.29,"Additional Amenities to Boys Hostel, Pedda Kadubur, Peda Kadubur Mandal, Mantralayam Constituency",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18011/2025-2026/194387,NOC,Pending,62.33,False,False,61.36,"Additional Amenities to Boys Hostel, Adoni, Adoni Mandal, Adoni Constituency",Standard inspection passed,
WS/MP331/2025-2026/194388,"NOC,Utilization Cert",Not_Required,77.49,False,False,1.9,Construction of Plateform with Benches and Tile Work around Peepal Tree at Mohalla Mahajan Ward No 06 village and panchayat Kishanpur Kharta Block Dansal,Standard inspection passed,
WS/MP18011/2025-2026/194389,"NOC,Utilization Cert,Site Plan",Pending,80.55,False,False,70.91,"Additional Amenities to Boys Hostel, Ternekal, Devanakonda Mandal, Alur Constituency",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP331/2025-2026/194390,Utilization Cert,Received,69.48,False,False,62.4,Construction of Lane with Tile work at Ward No 06 Mohalla Ganotra village and Panchayat Kishanpur Kharta Block Dansal,Standard inspection passed,
WS/MP18011/2025-2026/194391,Site Plan,Pending,41.17,False,False,7.18,"Additional Amenities to Boys Hostel, Pedda Harivanam, Adoni Mandal, Adoni Constituency",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18011/2025-2026/194392,"Site Plan,Utilization Cert,NOC",Received,83.31,False,False,1.02,"Repairs and Renovation at Girls Hostel, Kurnool",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18359/2025-2026/194393,"Site Plan,NOC,Utilization Cert",Not_Required,75.54,False,True,22.25,Block Amroha ke gram baseda taga me pm shri jawahar navoday vidyalaya me ek 25 KVA genrator instalation karya (Impliment Agency PCCD Amroha).,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18359/2025-2026/194394,Utilization Cert,Not_Required,72.96,False,False,33.21,Block Amroha ke gram baseda taga me pm shri jawahar navoday vidyalaya me 5 solar LED lights karya. (Impliment Agency PCCD Amroha).,Standard inspection passed,
WS/MP18011/2025-2026/194395,NOC,Not_Required,49.85,False,True,77.84,"Repair and Renovation at Girls Hostel, Gonegandla, Gondgandla Mandal, Yemmiganur Constituency",Standard inspection passed,
WS/MP18172/2025-2026/194396,"Utilization Cert,NOC",Pending,51.13,False,False,11.88,gravel road with cutting gram ojari - surata main road to dinesh house,Standard inspection passed,
WS/MP18011/2025-2026/194398,"Utilization Cert,Site Plan",Received,45.92,False,False,87.62,"Repairs and Renovation at Boys Hostel, C. Belagal, C.Belagal Mandal, Kodumur Constituency",Standard inspection passed,
WS/MP433/2025-2026/194405,NOC,Not_Required,52.65,False,True,93.16,Construction of stairs next to the Sun Temple in Jamunia River in Panchayat Jarmune East of Block Bagodar,Standard inspection passed,
WS/MP18011/2025-2026/194406,"Site Plan,Utilization Cert",Received,54.23,False,False,49.27,"Repairs and Renovation at Boys Hostel, Laddagiri No.1, Kodumur Mandal, Kodumur Constituency",Issues found on site,
WS/MP005/2025-2026/194407,"Site Plan,Utilization Cert",Not_Required,97.56,False,False,81.42,Construction of C.C Road Work at Javol Chetanbhai Vakhatsinh Sodha House Towards Indrajeetsinh Mohanhbhai Sodha House Area,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18011/2025-2026/194409,Site Plan,Received,65.21,False,False,96.53,"Repairs and Renovation at Boys Hostel, Laddarigi No.2, Kodumur Mandal, Kodumur Constituency",Standard inspection passed,
WS/MP18011/2025-2026/194411,NOC,Pending,85.73,False,False,51.0,"Repairs and Renovation at Boys Hostel, Amadaguntla, Kodumur Mandal, Kodumur Constituency",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18011/2025-2026/194412,"Utilization Cert,Site Plan",Not_Required,90.69,False,False,67.83,"Repairs and Renovation at Hostel, Krishnagiri Mandal, Pattikonda Constituency",Standard inspection passed,
WS/MP433/2026-2027/194415,Site Plan,Received,46.88,False,True,25.75,Construction of pavers block road from Shiva temple to Bhuneshwar Hazam land in village Pathaldiha of Panchayat Aura of Block Bagodar,Issues found on site,"Weather delays, Vendor issues"
WS/MP18011/2025-2026/194418,"Utilization Cert,NOC,Site Plan",Received,47.66,False,False,50.3,"Repairs and Renovation at Girls Hostel, Kodumur, Kodumur Mandal, Kodumur Constituency",Standard inspection passed,
WS/MP005/2025-2026/194443,"Site Plan,Utilization Cert,NOC",Received,68.06,False,False,90.04,Construction of Paver Block Work At Pasunj ni Muvadi Mohanbhai Darji House Area towards Rameshbhai House Area,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP005/2025-2026/194444,"NOC,Utilization Cert",Not_Required,67.33,False,False,28.36,Construction of Paver Block Work At Pasunj Dungarjina Vas Area Vajaji Dahyaji House Area towards Main Road,Standard inspection passed,
